date,sku,scent_name,rating,scent_strength,scent_appeal,cleaning_power,cap_pouring
2026-05-28,MM,Malibu Mornings,5.0,0.0,5.0,5.0,5.0
2026-05-28,DP,Desert Poppy,5.0,0.0,5.0,5.0,5.0
2026-05-28,CC,Central Coast,3.0,-0.5,2.0,4.0,3.0
2026-05-28,CC,Central Coast,5.0,0.0,4.0,5.0,5.0
2026-05-28,VM,Vanilla Moon,5.0,0.0,5.0,5.0,5.0
2026-05-28,SD,Sugar Dew,5.0,0.0,5.0,5.0,5.0
2026-05-27,DP,Desert Poppy,5.0,0.0,5.0,5.0,5.0
2026-05-27,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-05-27,VM,Vanilla Moon,5.0,0.0,5.0,5.0,5.0
2026-05-27,GH,Golden Hour,5.0,0.0,5.0,5.0,5.0
2026-05-27,VM,Vanilla Moon,5.0,-0.5,5.0,5.0,5.0
2026-05-27,GH,Golden Hour,5.0,0.0,5.0,5.0,5.0
2026-05-27,MM,Malibu Mornings,5.0,0.0,5.0,5.0,5.0
2026-05-27,SD,Sugar Dew,5.0,0.0,5.0,5.0,5.0
2026-05-27,GH,Golden Hour,5.0,0.0,5.0,5.0,3.0
2026-05-26,MM,Malibu Mornings,1.0,-1.0,1.0,4.0,4.0
2026-05-26,DP,Desert Poppy,5.0,0.0,5.0,5.0,5.0
2026-05-26,MM,Malibu Mornings,5.0,0.0,5.0,5.0,5.0
2026-05-26,CC,Central Coast,5.0,0.0,5.0,5.0,5.0
2026-05-26,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-05-26,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-05-26,MM,Malibu Mornings,5.0,0.0,3.0,3.0,4.0
2026-05-26,SD,Sugar Dew,4.0,0.0,3.0,4.0,5.0
2026-05-25,SD,Sugar Dew,1.0,-1.0,1.0,1.0,1.0
2026-05-25,MM,Malibu Mornings,5.0,0.0,4.0,4.0,3.0
2026-05-25,GH,Golden Hour,5.0,-0.5,4.0,4.0,5.0
2026-05-25,CZ,Signature Cozy,5.0,0.0,4.0,5.0,4.0
2026-05-25,CC,Central Coast,5.0,0.0,5.0,5.0,5.0
2026-05-25,CZ,Signature Cozy,4.0,-0.5,4.0,4.0,2.0
2026-05-25,CC,Central Coast,4.0,-0.5,3.0,4.0,2.0
2026-05-24,GH,Golden Hour,2.0,0.5,1.0,3.0,2.0
2026-05-24,CZ,Signature Cozy,5.0,1.0,5.0,5.0,3.0
2026-05-23,CZ,Signature Cozy,5.0,0.0,5.0,5.0,4.0
2026-05-23,AW,Alpine Woods,5.0,0.0,5.0,5.0,5.0
2026-05-23,GH,Golden Hour,5.0,0.0,5.0,5.0,4.0
2026-05-23,MM,Malibu Mornings,5.0,0.0,5.0,5.0,4.0
2026-05-23,DP,Desert Poppy,5.0,0.0,5.0,5.0,1.0
2026-05-22,CZ,Signature Cozy,1.0,1.0,1.0,3.0,4.0
2026-05-22,GH,Golden Hour,5.0,-0.5,5.0,5.0,5.0
2026-05-22,GH,Golden Hour,5.0,0.0,5.0,5.0,3.0
2026-05-22,CZ,Signature Cozy,4.0,0.5,4.0,4.0,3.0
2026-05-22,AW,Alpine Woods,5.0,0.0,5.0,5.0,5.0
2026-05-21,GH,Mozi Wash Detergent,1.0,-1.0,1.0,2.0,1.0
2026-05-21,MM,Malibu Mornings,5.0,0.0,5.0,5.0,5.0
2026-05-21,GH,Golden Hour,2.0,0.0,5.0,5.0,1.0
2026-05-21,CC,Central Coast,2.0,-0.5,4.0,1.0,1.0
2026-05-21,HR,Hollywood Rouge,5.0,0.0,5.0,5.0,4.0
2026-05-21,CZ,1 Pack,5.0,0.0,5.0,5.0,5.0
2026-05-20,GH,Golden Hour,2.0,0.0,3.0,2.0,2.0
2026-05-20,CC,Central Coast,5.0,0.0,5.0,4.0,2.0
2026-05-20,MM,Malibu Mornings,5.0,0.0,5.0,5.0,5.0
2026-05-20,GH,Golden Hour Laundry Essentials,1.0,1.0,1.0,3.0,5.0
2026-05-20,DP,Desert Poppy,3.0,-0.5,4.0,4.0,1.0
2026-05-19,DP,Desert Poppy,3.0,-0.5,3.0,2.0,1.0
2026-05-19,CZ,Signature Cozy,1.0,-1.0,1.0,1.0,4.0
2026-05-19,VM,Vanilla Moon,5.0,0.0,5.0,5.0,5.0
2026-05-19,DP,Desert Poppy,5.0,0.5,4.0,5.0,3.0
2026-05-19,GH,Golden Hour,5.0,0.0,5.0,5.0,4.0
2026-05-19,GH,Golden Hour,5.0,0.0,5.0,4.0,4.0
2026-05-19,VM,Mozi Wash Detergent,5.0,0.0,5.0,5.0,4.0
2026-05-18,DP,Desert Poppy,5.0,0.0,5.0,5.0,5.0
2026-05-18,CC,Central Coast,4.0,0.5,5.0,5.0,1.0
2026-05-18,HR,Hollywood Rouge,3.0,-1.0,5.0,4.0,3.0
2026-05-18,CC,Central Coast,5.0,0.0,5.0,5.0,4.0
2026-05-18,SD,Sugar Dew,5.0,-0.5,3.0,3.0,4.0
2026-05-18,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-05-18,GH,Golden Hour,5.0,0.0,5.0,3.0,5.0
2026-05-18,CZ,Signature Cozy,2.0,-1.0,4.0,3.0,1.0
2026-05-18,CZ,Signature Cozy,5.0,0.0,3.0,4.0,4.0
2026-05-18,CZ,Signature Cozy,1.0,-0.5,2.0,1.0,1.0
2026-05-18,AW,Alpine Woods,3.0,0.0,4.0,1.0,5.0
2026-05-18,SD,Sugar Dew,5.0,0.0,3.0,3.0,3.0
2026-05-18,CZ,Signature Cozy,5.0,0.0,5.0,5.0,4.0
2026-05-18,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-05-17,CZ,Signature Cozy,2.0,-0.5,5.0,2.0,2.0
2026-05-17,GH,Golden Hour,5.0,0.0,5.0,4.0,5.0
2026-05-17,AW,Alpine Woods,5.0,0.0,5.0,5.0,4.0
2026-05-17,MM,Malibu Mornings,5.0,0.0,5.0,4.0,4.0
2026-05-16,CZ,Signature Cozy,5.0,0.0,5.0,5.0,4.0
2026-05-15,MM,Malibu Mornings,5.0,0.0,5.0,5.0,3.0
2026-05-15,GH,Golden Hour,4.0,-1.0,5.0,5.0,3.0
2026-05-15,CC,Central Coast,5.0,0.0,5.0,5.0,4.0
2026-05-15,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-05-15,CZ,Signature Cozy,5.0,-0.5,4.0,5.0,5.0
2026-05-15,DP,Desert Poppy,3.0,0.0,5.0,5.0,1.0
2026-05-15,VM,Vanilla Moon,5.0,0.0,5.0,5.0,5.0
2026-05-15,DP,Desert Poppy,5.0,0.0,5.0,5.0,5.0
2026-05-15,SD,Sugar Dew,3.0,0.0,3.0,3.0,2.0
2026-05-15,GH,Golden Hour,4.0,0.0,5.0,3.0,4.0
2026-05-14,AW,Alpine Woods,5.0,-0.5,5.0,5.0,5.0
2026-05-14,CZ,Signature Cozy,5.0,0.0,5.0,4.0,4.0
2026-05-14,CC,Central Coast,3.0,-1.0,1.0,3.0,4.0
2026-05-14,CC,Central Coast,1.0,-0.5,1.0,3.0,1.0
2026-05-14,SD,Sugar Dew,5.0,0.0,5.0,5.0,4.0
2026-05-14,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-05-14,SD,Sugar Dew,5.0,0.0,5.0,5.0,5.0
2026-05-14,GH,Golden Hour,1.0,-0.5,5.0,4.0,4.0
2026-05-13,DP,Desert Poppy,5.0,0.0,5.0,5.0,5.0
2026-05-13,GH,Golden Hour,2.0,-1.0,2.0,3.0,2.0
2026-05-13,VM,Vanilla Moon,2.0,-1.0,2.0,3.0,2.0
2026-05-13,DP,Desert Poppy,2.0,-1.0,2.0,3.0,2.0
2026-05-13,CC,Central Coast,2.0,-1.0,3.0,3.0,2.0
2026-05-13,CZ,Signature Cozy,2.0,-1.0,1.0,4.0,2.0
2026-05-13,CC,Central Coast,5.0,0.0,5.0,5.0,5.0
2026-05-13,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-05-13,AW,Alpine Woods,5.0,0.0,5.0,5.0,4.0
2026-05-12,SD,Sugar Dew,3.0,-1.0,5.0,2.0,5.0
2026-05-12,AW,Alpine Woods,5.0,0.0,4.0,5.0,5.0
2026-05-12,GH,Golden Hour,5.0,0.0,5.0,5.0,5.0
2026-05-12,HR,Hollywood Rouge,5.0,0.0,5.0,5.0,4.0
2026-05-12,SD,Sugar Dew,5.0,0.0,5.0,5.0,4.0
2026-05-12,DP,Desert Poppy,4.0,0.5,4.0,5.0,4.0
2026-05-12,CC,Central Coast,5.0,0.0,5.0,5.0,5.0
2026-05-12,GH,Golden Hour,5.0,0.0,5.0,5.0,5.0
2026-05-12,VM,Vanilla Moon,5.0,-0.5,5.0,5.0,5.0
2026-05-12,CC,Central Coast,5.0,0.0,5.0,5.0,4.0
2026-05-12,GH,Golden Hour Laundry Essentials,1.0,0.0,1.0,3.0,2.0
2026-05-12,VM,Vanilla Moon,1.0,-1.0,2.0,1.0,2.0
2026-05-12,DP,Desert Poppy,2.0,-0.5,3.0,3.0,1.0
2026-05-12,CC,Central Coast,3.0,0.0,3.0,5.0,5.0
2026-05-12,MM,Malibu Mornings,4.0,0.0,3.0,5.0,5.0
2026-05-12,GH,Golden Hour,4.0,0.0,4.0,5.0,5.0
2026-05-12,CZ,Signature Cozy,2.0,0.0,2.0,5.0,5.0
2026-05-12,GH,Golden Hour,5.0,0.0,5.0,4.0,4.0
2026-05-12,CC,Central Coast,5.0,0.0,4.0,5.0,5.0
2026-05-11,GH,Golden Hour,5.0,0.0,5.0,5.0,4.0
2026-05-11,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-05-11,AW,Alpine Woods,3.0,-1.0,4.0,3.0,3.0
2026-05-11,CZ,1 Pack,5.0,0.0,4.0,4.0,3.0
2026-05-11,DP,Desert Poppy,5.0,0.0,5.0,5.0,4.0
2026-05-11,MM,Malibu Mornings,1.0,-1.0,1.0,1.0,1.0
2026-05-11,GH,Golden Hour,1.0,-1.0,1.0,1.0,1.0
2026-05-11,VM,Vanilla Moon,5.0,0.0,5.0,4.0,4.0
2026-05-11,MM,Malibu Mornings,5.0,0.5,4.0,4.0,5.0
2026-05-11,DP,Desert Poppy,1.0,1.0,1.0,4.0,3.0
2026-05-11,VM,Vanilla Moon,5.0,-0.5,5.0,4.0,5.0
2026-05-11,GH,Golden Hour,3.0,0.0,5.0,3.0,2.0
2026-05-11,AW,Alpine Woods,5.0,0.0,5.0,5.0,4.0
2026-05-11,CZ,Signature Cozy,5.0,0.0,5.0,5.0,4.0
2026-05-11,AW,Alpine Woods,5.0,0.0,5.0,5.0,4.0
2026-05-11,CC,Central Coast,5.0,0.0,5.0,4.0,3.0
2026-05-11,CC,Central Coast,5.0,0.0,5.0,5.0,4.0
2026-05-11,DP,Desert Poppy,3.0,0.0,5.0,3.0,1.0
2026-05-11,CC,Central Coast,3.0,-1.0,5.0,5.0,3.0
2026-05-11,AW,Alpine Woods,4.0,0.0,4.0,5.0,4.0
2026-05-11,VM,Mozi Wash Detergent,5.0,0.0,5.0,5.0,3.0
2026-05-11,AW,Alpine Woods,5.0,0.0,5.0,4.0,5.0
2026-05-11,CZ,Signature Cozy,2.0,-1.0,4.0,4.0,5.0
2026-05-11,GH,Golden Hour,5.0,0.0,5.0,5.0,5.0
2026-05-10,CC,Central Coast,5.0,0.0,5.0,5.0,3.0
2026-05-10,CZ,1 Pack,5.0,0.0,5.0,5.0,5.0
2026-05-10,CZ,Signature Cozy,5.0,-0.5,5.0,4.0,4.0
2026-05-10,GH,1 Pack,5.0,-0.5,4.0,4.0,4.0
2026-05-10,CC,Central Coast,5.0,0.0,5.0,5.0,4.0
2026-05-09,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-05-09,CC,Central Coast,5.0,0.0,5.0,5.0,5.0
2026-05-09,SD,Sugar Dew,4.0,-1.0,5.0,5.0,5.0
2026-05-09,DP,Desert Poppy,3.0,0.5,3.0,4.0,1.0
2026-05-09,SD,Sugar Dew,3.0,0.0,3.0,3.0,1.0
2026-05-08,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-05-08,CC,Central Coast,5.0,0.0,5.0,5.0,5.0
2026-05-08,DP,Desert Poppy,4.0,0.0,5.0,4.0,5.0
2026-05-08,MM,Malibu Mornings,3.0,1.0,1.0,4.0,4.0
2026-05-08,AW,Alpine Woods,5.0,0.0,5.0,5.0,5.0
2026-05-08,DP,Desert Poppy,5.0,1.0,5.0,4.0,4.0
2026-05-08,CZ,Signature Cozy,5.0,1.0,5.0,4.0,4.0
2026-05-08,MM,Malibu Mornings,5.0,1.0,5.0,4.0,4.0
2026-05-08,GH,Golden Hour,5.0,-0.5,4.0,5.0,3.0
2026-05-08,GH,Golden Hour,5.0,1.0,5.0,4.0,4.0
2026-05-08,VM,Vanilla Moon,5.0,0.0,5.0,5.0,3.0
2026-05-08,GH,Golden Hour,1.0,-1.0,1.0,3.0,3.0
2026-05-08,GH,Golden Hour,5.0,0.0,4.0,3.0,4.0
2026-05-07,DP,1 Pack,5.0,0.0,4.0,4.0,3.0
2026-05-07,GH,Golden Hour,1.0,0.0,5.0,3.0,4.0
2026-05-07,GH,Golden Hour,1.0,-1.0,5.0,3.0,4.0
2026-05-07,VM,Vanilla Moon,5.0,-0.5,5.0,5.0,5.0
2026-05-07,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-05-07,SD,Sugar Dew,2.0,0.0,2.0,5.0,5.0
2026-05-07,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-05-06,VM,Vanilla Moon,5.0,0.0,5.0,5.0,5.0
2026-05-06,GH,Golden Hour,2.0,-1.0,3.0,4.0,2.0
2026-05-06,CZ,Signature Cozy Laundry Essentials,4.0,,,,
2026-05-06,GH,Golden Hour,5.0,0.0,5.0,5.0,5.0
2026-05-06,DP,Desert Poppy,5.0,0.0,5.0,4.0,1.0
2026-05-06,CC,Central Coast,4.0,0.0,1.0,1.0,1.0
2026-05-06,CZ,Signature Cozy,4.0,0.0,4.0,4.0,4.0
2026-05-06,GH,Golden Hour,3.0,-1.0,5.0,4.0,2.0
2026-05-06,DP,Desert Poppy,5.0,1.0,5.0,5.0,5.0
2026-05-06,SD,Sugar Dew,5.0,0.0,5.0,5.0,5.0
2026-05-06,MM,Malibu Mornings,5.0,0.0,5.0,5.0,5.0
2026-05-05,GH,Golden Hour,4.0,-0.5,5.0,3.0,5.0
2026-05-05,AW,Alpine Woods,5.0,0.0,5.0,5.0,5.0
2026-05-05,CZ,Signature Cozy,5.0,-1.0,5.0,3.0,1.0
2026-05-05,CC,Central Coast,5.0,0.0,5.0,3.0,1.0
2026-05-05,MM,Malibu Mornings,5.0,0.0,5.0,5.0,5.0
2026-05-04,HR,Hollywood Rouge,5.0,0.0,5.0,5.0,4.0
2026-05-04,GH,Golden Hour,5.0,0.0,5.0,5.0,2.0
2026-05-04,DP,Desert Poppy,5.0,0.0,5.0,5.0,4.0
2026-05-04,HR,Hollywood Rouge,5.0,0.0,5.0,5.0,3.0
2026-05-04,DP,Desert Poppy,2.0,-1.0,3.0,4.0,4.0
2026-05-04,DP,Desert Poppy,5.0,0.0,5.0,5.0,5.0
2026-05-04,CZ,Signature Cozy,5.0,-0.5,5.0,4.0,5.0
2026-05-04,MM,Malibu Mornings,5.0,0.0,5.0,5.0,4.0
2026-05-04,DP,Desert Poppy,5.0,0.0,5.0,5.0,4.0
2026-05-04,AW,Alpine Woods,5.0,0.0,5.0,5.0,5.0
2026-05-04,HR,Hollywood Rouge,5.0,0.0,5.0,4.0,1.0
2026-05-04,CC,Central Coast,5.0,0.0,5.0,5.0,4.0
2026-05-04,CC,Central Coast,1.0,-1.0,1.0,1.0,1.0
2026-05-04,GH,Golden Hour,5.0,0.0,5.0,5.0,5.0
2026-05-04,CC,Central Coast,5.0,0.0,5.0,4.0,3.0
2026-05-04,CZ,Signature Cozy,5.0,0.0,4.0,4.0,4.0
2026-05-04,AW,Alpine Woods,5.0,0.0,5.0,5.0,5.0
2026-05-04,GH,Golden Hour,5.0,0.0,5.0,5.0,5.0
2026-05-03,AW,Alpine Woods,5.0,0.0,5.0,4.0,5.0
2026-05-03,CZ,Signature Cozy,4.0,0.0,5.0,5.0,3.0
2026-05-03,GH,Golden Hour,1.0,-1.0,3.0,3.0,3.0
2026-05-03,GH,Golden Hour,5.0,0.0,5.0,4.0,3.0
2026-05-03,CC,Central Coast,5.0,0.0,5.0,5.0,5.0
2026-05-02,GH,Golden Hour,5.0,0.0,5.0,5.0,5.0
2026-05-02,CZ,Signature Cozy,4.0,0.5,4.0,5.0,5.0
2026-05-02,GH,Golden Hour,3.0,-0.5,3.0,5.0,5.0
2026-05-02,CC,Central Coast,5.0,0.0,5.0,4.0,4.0
2026-05-01,CZ,Signature Cozy,1.0,-1.0,1.0,1.0,1.0
2026-05-01,CC,Central Coast,5.0,0.0,4.0,5.0,4.0
2026-05-01,DP,Desert Poppy,3.0,0.0,3.0,3.0,3.0
2026-05-01,HR,Hollywood Rouge,5.0,0.0,5.0,5.0,3.0
2026-05-01,HR,Hollywood Rouge,5.0,0.0,5.0,5.0,5.0
2026-05-01,DP,Desert Poppy,5.0,0.0,5.0,5.0,5.0
2026-05-01,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-05-01,AW,Alpine Woods,5.0,0.0,5.0,5.0,5.0
2026-05-01,DP,Desert Poppy,5.0,0.0,5.0,5.0,5.0
2026-05-01,GH,Golden Hour,5.0,0.0,3.0,3.0,5.0
2026-05-01,AW,Alpine Woods,5.0,0.0,3.0,3.0,5.0
2026-05-01,CC,Central Coast,5.0,0.0,5.0,4.0,4.0
2026-04-30,CC,Mozi Wash Detergent,3.0,0.0,3.0,3.0,1.0
2026-04-30,AW,Alpine Woods,5.0,0.0,5.0,5.0,5.0
2026-04-30,CC,Central Coast,5.0,0.0,5.0,5.0,2.0
2026-04-30,AW,Alpine Woods,5.0,0.0,5.0,5.0,5.0
2026-04-30,GH,Golden Hour,5.0,0.0,5.0,5.0,5.0
2026-04-30,GH,Golden Hour,3.0,-1.0,4.0,4.0,4.0
2026-04-30,SD,Sugar Dew,5.0,1.0,5.0,3.0,3.0
2026-04-30,GH,Golden Hour,5.0,0.0,5.0,5.0,5.0
2026-04-30,CC,Central Coast,1.0,0.0,1.0,3.0,2.0
2026-04-30,SD,Sugar Dew,1.0,-1.0,1.0,3.0,3.0
2026-04-29,DP,Desert Poppy,4.0,0.5,4.0,5.0,5.0
2026-04-29,CZ,Signature Cozy,3.0,0.0,5.0,4.0,1.0
2026-04-29,CZ,Signature Cozy,5.0,0.0,5.0,3.0,3.0
2026-04-29,AW,Alpine Woods,2.0,-1.0,5.0,4.0,4.0
2026-04-29,GH,Golden Hour,5.0,0.0,5.0,5.0,5.0
2026-04-29,CC,Central Coast,1.0,-1.0,1.0,1.0,1.0
2026-04-29,DP,Desert Poppy,2.0,-1.0,1.0,1.0,1.0
2026-04-29,GH,Golden Hour,3.0,-0.5,5.0,3.0,1.0
2026-04-29,GH,Golden Hour,5.0,-0.5,5.0,5.0,4.0
2026-04-29,VM,Vanilla Moon,5.0,0.0,5.0,4.0,2.0
2026-04-29,CZ,Signature Cozy,1.0,-1.0,5.0,1.0,1.0
2026-04-29,HR,Hollywood Rouge,3.0,-1.0,1.0,4.0,4.0
2026-04-29,CC,Central Coast,3.0,-1.0,2.0,2.0,2.0
2026-04-29,AW,Alpine Woods,2.0,-1.0,3.0,3.0,2.0
2026-04-29,MM,Malibu Mornings,2.0,-0.5,2.0,3.0,4.0
2026-04-29,CC,Central Coast,2.0,-0.5,3.0,3.0,5.0
2026-04-29,MM,Malibu Mornings,5.0,0.0,5.0,4.0,3.0
2026-04-29,HR,Hollywood Rouge,5.0,0.0,5.0,4.0,3.0
2026-04-29,VM,Vanilla Moon,5.0,0.0,5.0,4.0,3.0
2026-04-29,AW,Alpine Woods,5.0,0.0,5.0,4.0,3.0
2026-04-29,VM,Vanilla Moon,5.0,0.0,5.0,4.0,4.0
2026-04-29,HR,Hollywood Rouge,5.0,0.0,5.0,5.0,5.0
2026-04-28,HR,Hollywood Rouge,5.0,0.0,5.0,5.0,5.0
2026-04-28,GH,Golden Hour,2.0,-1.0,2.0,4.0,3.0
2026-04-28,CC,Central Coast,5.0,0.0,5.0,5.0,5.0
2026-04-28,GH,Golden Hour,3.0,-1.0,2.0,3.0,3.0
2026-04-28,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-04-28,CZ,Signature Cozy,4.0,-1.0,4.0,5.0,5.0
2026-04-28,HR,Hollywood Rouge,1.0,-1.0,1.0,1.0,1.0
2026-04-27,VM,Vanilla Moon,5.0,0.5,5.0,5.0,3.0
2026-04-27,HR,Hollywood Rouge,5.0,0.0,5.0,4.0,4.0
2026-04-27,AW,Alpine Woods,1.0,0.0,4.0,2.0,3.0
2026-04-27,HR,Hollywood Rouge,2.0,-1.0,2.0,2.0,1.0
2026-04-27,MM,Malibu Mornings,3.0,-1.0,3.0,5.0,3.0
2026-04-27,CC,Central Coast,1.0,-1.0,1.0,4.0,1.0
2026-04-27,MM,Malibu Mornings,5.0,0.0,5.0,4.0,3.0
2026-04-27,CZ,Signature Cozy,5.0,0.0,5.0,5.0,3.0
2026-04-27,CC,Central Coast,5.0,0.0,5.0,4.0,4.0
2026-04-27,HR,Hollywood Rouge,5.0,0.0,5.0,4.0,4.0
2026-04-27,CZ,Signature Cozy,5.0,0.0,5.0,4.0,4.0
2026-04-27,MM,Malibu Mornings,3.0,0.0,3.0,3.0,3.0
2026-04-27,CC,Central Coast,4.0,0.5,4.0,2.0,2.0
2026-04-27,GH,Golden Hour,5.0,0.0,3.0,2.0,3.0
2026-04-27,MM,Malibu Mornings,3.0,-1.0,3.0,3.0,4.0
2026-04-27,SD,Sugar Dew,5.0,0.0,5.0,5.0,5.0
2026-04-27,GH,Golden Hour,5.0,1.0,5.0,4.0,5.0
2026-04-27,CC,Central Coast,5.0,0.5,5.0,5.0,5.0
2026-04-27,CZ,Signature Cozy,5.0,0.5,5.0,5.0,4.0
2026-04-26,MM,Malibu Mornings,5.0,0.0,5.0,5.0,3.0
2026-04-26,VM,Vanilla Moon,5.0,0.0,5.0,4.0,3.0
2026-04-26,GH,Golden Hour,4.0,0.5,5.0,5.0,4.0
2026-04-26,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-04-26,CZ,Signature Cozy,5.0,0.0,5.0,5.0,4.0
2026-04-25,HR,Hollywood Rouge,5.0,0.0,5.0,5.0,5.0
2026-04-25,GH,Golden Hour,5.0,0.0,5.0,5.0,5.0
2026-04-25,CC,Central Coast,5.0,0.0,5.0,5.0,1.0
2026-04-25,SD,Sugar Dew,5.0,0.0,5.0,5.0,1.0
2026-04-25,VM,Vanilla Moon,4.0,0.0,5.0,4.0,3.0
2026-04-25,GH,Golden Hour,5.0,0.0,5.0,5.0,5.0
2026-04-25,GH,Golden Hour,4.0,0.0,5.0,5.0,3.0
2026-04-25,CZ,Signature Cozy,5.0,0.0,5.0,5.0,4.0
2026-04-24,SD,Sugar Dew,5.0,0.0,5.0,5.0,3.0
2026-04-24,HR,Hollywood Rouge,5.0,0.0,5.0,5.0,3.0
2026-04-24,VM,Vanilla Moon,5.0,0.0,5.0,5.0,5.0
2026-04-24,MM,Malibu Mornings,5.0,0.0,4.0,5.0,3.0
2026-04-24,CC,Central Coast,4.0,0.5,3.0,5.0,5.0
2026-04-24,DP,Desert Poppy,5.0,0.0,5.0,5.0,1.0
2026-04-24,SD,Sugar Dew,2.0,0.0,2.0,3.0,1.0
2026-04-24,GH,Golden Hour,5.0,-1.0,5.0,3.0,1.0
2026-04-24,CZ,Signature Cozy,5.0,-0.5,5.0,3.0,1.0
2026-04-24,CC,Central Coast,4.0,-0.5,5.0,3.0,1.0
2026-04-24,HR,Hollywood Rouge,5.0,0.0,5.0,5.0,5.0
2026-04-24,HR,Hollywood Rouge,5.0,-0.5,5.0,4.0,3.0
2026-04-24,CC,Central Coast,5.0,0.0,5.0,4.0,3.0
2026-04-24,AW,Alpine Woods,4.0,1.0,4.0,4.0,5.0
2026-04-24,HR,Hollywood Rouge,2.0,0.0,2.0,5.0,3.0
2026-04-24,AW,Alpine Woods,5.0,0.0,5.0,5.0,1.0
2026-04-24,MM,Malibu Mornings,4.0,-0.5,4.0,5.0,3.0
2026-04-24,DP,Desert Poppy,3.0,0.0,3.0,4.0,1.0
2026-04-24,CZ,Signature Cozy,5.0,0.0,5.0,5.0,3.0
2026-04-24,CC,Central Coast,5.0,0.0,4.0,5.0,4.0
2026-04-24,HR,Hollywood Rouge,5.0,0.0,5.0,4.0,4.0
2026-04-24,GH,Golden Hour,4.0,-0.5,5.0,4.0,4.0
2026-04-23,DP,Desert Poppy,5.0,0.0,4.0,4.0,1.0
2026-04-23,CZ,Signature Cozy,5.0,0.5,5.0,5.0,5.0
2026-04-23,CC,Central Coast,5.0,0.0,5.0,5.0,5.0
2026-04-23,MM,Malibu Mornings,5.0,0.0,5.0,5.0,5.0
2026-04-23,HR,Hollywood Rouge,3.0,-1.0,3.0,5.0,2.0
2026-04-23,VM,Vanilla Moon,1.0,-1.0,2.0,1.0,1.0
2026-04-23,CZ,Signature Cozy,2.0,-1.0,4.0,3.0,2.0
2026-04-23,CC,Central Coast,5.0,0.0,5.0,5.0,5.0
2026-04-23,MM,Malibu Mornings,3.0,-0.5,3.0,3.0,4.0
2026-04-22,CC,Mozi Wash Detergent,5.0,0.0,5.0,5.0,5.0
2026-04-22,GH,Golden Hour,4.0,0.0,4.0,4.0,3.0
2026-04-22,CC,Central Coast,5.0,0.0,5.0,3.0,4.0
2026-04-22,MM,Malibu Mornings,5.0,0.0,5.0,4.0,5.0
2026-04-22,MM,Malibu Mornings,3.0,0.0,3.0,2.0,2.0
2026-04-22,SD,Sugar Dew,5.0,0.0,5.0,5.0,4.0
2026-04-22,CC,Central Coast,4.0,0.0,4.0,5.0,5.0
2026-04-22,AW,Alpine Woods,5.0,0.0,5.0,5.0,3.0
2026-04-22,CZ,Signature Cozy,5.0,0.0,5.0,4.0,5.0
2026-04-22,GH,Golden Hour,4.0,-1.0,5.0,3.0,4.0
2026-04-22,CC,Central Coast,5.0,0.0,5.0,5.0,5.0
2026-04-22,AW,Alpine Woods,5.0,0.0,5.0,4.0,2.0
2026-04-22,CC,Central Coast,5.0,0.0,4.0,4.0,5.0
2026-04-22,AW,Alpine Woods,5.0,0.0,5.0,4.0,3.0
2026-04-22,SD,Sugar Dew,5.0,-0.5,5.0,4.0,3.0
2026-04-21,HR,Hollywood Rouge,5.0,0.0,5.0,5.0,5.0
2026-04-21,CC,Central Coast,5.0,0.0,5.0,5.0,5.0
2026-04-21,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-04-21,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-04-21,HR,Hollywood Rouge,2.0,-1.0,4.0,3.0,2.0
2026-04-21,SD,Sugar Dew,5.0,-0.5,5.0,5.0,3.0
2026-04-21,CZ,Signature Cozy,5.0,0.0,5.0,5.0,5.0
2026-04-21,CC,Central Coast,5.0,0.0,5.0,5.0,3.0
2026-04-21,VM,Vanilla Moon,5.0,0.0,4.0,3.0,3.0
2026-04-21,CC,Central Coast,5.0,0.0,5.0,5.0,3.0
2026-04-21,VM,Vanilla Moon,1.0,0.0,4.0,3.0,1.0
2026-04-21,HR,Hollywood Rouge,1.0,-1.0,1.0,2.0,1.0
2026-04-20,HR,Hollywood Rouge,1.0,0.0,5.0,4.0,1.0
